gene_index,chromosome,ensembl_gene_id,gene_symbol,gene_start,gene_end,length
chr9@ENSG00000278735@RP11-12A20.10@67718821@67719022,chr9,ENSG00000278735,RP11-12A20.10,67718821,67719022,202
chr9@ENSG00000274100@RP11-12A20.13@67721884@67722094,chr9,ENSG00000274100,RP11-12A20.13,67721884,67722094,211
chr9@ENSG00000278134@RP11-12A20.4@67722083@67722683,chr9,ENSG00000278134,RP11-12A20.4,67722083,67722683,601
chr9@ENSG00000276032@RP11-12A20.6@67723736@67724105,chr9,ENSG00000276032,RP11-12A20.6,67723736,67724105,370
chr9@ENSG00000278763@FAM27B@67725690@67725902,chr9,ENSG00000278763,FAM27B,67725690,67725902,213
chr9@ENSG00000274911@RP11-12A20.7@67725890@67726544,chr9,ENSG00000274911,RP11-12A20.7,67725890,67726544,655
chr9@ENSG00000274098@Metazoa_SRP@67791499@67791782,chr9,ENSG00000274098,Metazoa_SRP,67791499,67791782,284
chr9@ENSG00000278010@SNORA70@67797087@67797181,chr9,ENSG00000278010,SNORA70,67797087,67797181,95
chr9@ENSG00000277618@RP11-12A20.8@67797221@67797500,chr9,ENSG00000277618,RP11-12A20.8,67797221,67797500,280
chr9@ENSG00000280174@BX649567.1@67857345@67857764,chr9,ENSG00000280174,BX649567.1,67857345,67857764,420
chr9@ENSG00000260691@ANKRD20A1@67859147@67902094,chr9,ENSG00000260691,ANKRD20A1,67859147,67902094,3887
chr9@ENSG00000278551@U6@67869947@67870053,chr9,ENSG00000278551,U6,67869947,67870053,107
chr9@ENSG00000274869@RP11-195B21.3@67901099@67920634,chr9,ENSG00000274869,RP11-195B21.3,67901099,67920634,1216
chr9@ENSG00000226904@RP11-561O23.8@68228651@68229312,chr9,ENSG00000226904,RP11-561O23.8,68228651,68229312,340
chr9@ENSG00000196873@CBWD3@68232003@68300015,chr9,ENSG00000196873,CBWD3,68232003,68300015,12319
chr9@ENSG00000279706@RP11-561O23.9@68250469@68251656,chr9,ENSG00000279706,RP11-561O23.9,68250469,68251656,1188
chr9@ENSG00000187559@FOXD4L3@68302867@68304905,chr9,ENSG00000187559,FOXD4L3,68302867,68304905,2039
chr9@ENSG00000234394@RP11-561O23.5@68306528@68330626,chr9,ENSG00000234394,RP11-561O23.5,68306528,68330626,5282
chr9@ENSG00000225337@RP11-561O23.7@68307393@68308445,chr9,ENSG00000225337,RP11-561O23.7,68307393,68308445,416
chr9@ENSG00000154330@PGM5@68328308@68531061,chr9,ENSG00000154330,PGM5,68328308,68531061,7426
chr9@ENSG00000224958@PGM5-AS1@68355189@68357852,chr9,ENSG00000224958,PGM5-AS1,68355189,68357852,604
chr9@ENSG00000233178@RP11-88I18.2@68395693@68406500,chr9,ENSG00000233178,RP11-88I18.2,68395693,68406500,3448
chr9@ENSG00000229019@RP11-88I18.3@68426843@68429369,chr9,ENSG00000229019,RP11-88I18.3,68426843,68429369,905
chr9@ENSG00000181778@TMEM252@68536580@68540867,chr9,ENSG00000181778,TMEM252,68536580,68540867,1245
chr9@ENSG00000226337@RP11-274B18.4@68541036@68644442,chr9,ENSG00000226337,RP11-274B18.4,68541036,68644442,1739
chr9@ENSG00000234506@LINC01506@68543541@68546589,chr9,ENSG00000234506,LINC01506,68543541,68546589,526
chr9@ENSG00000224025@RP11-274B18.3@68609125@68611984,chr9,ENSG00000224025,RP11-274B18.3,68609125,68611984,2860
chr9@ENSG00000107242@PIP5K1B@68705414@69009176,chr9,ENSG00000107242,PIP5K1B,68705414,69009176,4918
chr9@ENSG00000187866@FAM122A@68780055@68784608,chr9,ENSG00000187866,FAM122A,68780055,68784608,4554
chr9@ENSG00000236998@RP11-203L2.3@68788307@68789670,chr9,ENSG00000236998,RP11-203L2.3,68788307,68789670,1248
chr9@ENSG00000236733@RP11-203L2.4@68822403@68843275,chr9,ENSG00000236733,RP11-203L2.4,68822403,68843275,516
chr9@ENSG00000207000@RNU6-820P@68935873@68935979,chr9,ENSG00000207000,RNU6-820P,68935873,68935979,107
chr9@ENSG00000165059@PRKACG@69012505@69014113,chr9,ENSG00000165059,PRKACG,69012505,69014113,1609
chr9@ENSG00000165060@FXN@69035259@69100178,chr9,ENSG00000165060,FXN,69035259,69100178,2939
chr9@ENSG00000270236@RP11-265B8.5@69107926@69108217,chr9,ENSG00000270236,RP11-265B8.5,69107926,69108217,292
chr9@ENSG00000119139@TJP2@69121264@69255208,chr9,ENSG00000119139,TJP2,69121264,69255208,7306
chr9@ENSG00000278910@BANCR@69296682@69306977,chr9,ENSG00000278910,BANCR,69296682,69306977,600
chr9@ENSG00000135063@FAM189A2@69324572@69392455,chr9,ENSG00000135063,FAM189A2,69324572,69392455,4015
chr9@ENSG00000107282@APBA1@69427530@69672306,chr9,ENSG00000107282,APBA1,69427530,69672306,6534
chr9@ENSG00000243888@RP11-548B3.3@69428248@69428721,chr9,ENSG00000243888,RP11-548B3.3,69428248,69428721,398
chr9@ENSG00000229312@RP11-470P21.2@69472466@69494513,chr9,ENSG00000229312,RP11-470P21.2,69472466,69494513,442
chr9@ENSG00000261447@RP11-109D9.4@69672749@69673713,chr9,ENSG00000261447,RP11-109D9.4,69672749,69673713,965
chr9@ENSG00000188647@PTAR1@69709522@69759959,chr9,ENSG00000188647,PTAR1,69709522,69759959,12200
chr9@ENSG00000225626@C9orf135-AS1@69818983@69820739,chr9,ENSG00000225626,C9orf135-AS1,69818983,69820739,1472
chr9@ENSG00000204711@C9orf135@69820793@69906232,chr9,ENSG00000204711,C9orf135,69820793,69906232,1279
chr9@ENSG00000241174@RN7SL570P@69884363@69884654,chr9,ENSG00000241174,RN7SL570P,69884363,69884654,292
chr9@ENSG00000165072@MAMDC2@70043581@70226970,chr9,ENSG00000165072,MAMDC2,70043581,70226970,3854
chr9@ENSG00000204706@MAMDC2-AS1@70085816@70175888,chr9,ENSG00000204706,MAMDC2-AS1,70085816,70175888,7460
chr9@ENSG00000222465@RNU2-5P@70188571@70188750,chr9,ENSG00000222465,RNU2-5P,70188571,70188750,180
chr9@ENSG00000268364@SMC5-AS1@70193997@70258866,chr9,ENSG00000268364,SMC5-AS1,70193997,70258866,1818
chr9@ENSG00000236801@RPL24P8@70217195@70217668,chr9,ENSG00000236801,RPL24P8,70217195,70217668,474
chr9@ENSG00000198887@SMC5@70258962@70354888,chr9,ENSG00000198887,SMC5,70258962,70354888,6637
chr9@ENSG00000274421@RP11-386J22.3@70310875@70312120,chr9,ENSG00000274421,RP11-386J22.3,70310875,70312120,1246
chr9@ENSG00000239180@Y_RNA@70311607@70311701,chr9,ENSG00000239180,Y_RNA,70311607,70311701,95
chr9@ENSG00000119138@KLF9@70384597@70414624,chr9,ENSG00000119138,KLF9,70384597,70414624,5175
chr9@ENSG00000083067@TRPM3@70529063@71446904,chr9,ENSG00000083067,TRPM3,70529063,71446904,19912
chr9@ENSG00000272232@Metazoa_SRP@70579163@70579461,chr9,ENSG00000272232,Metazoa_SRP,70579163,70579461,299
chr9@ENSG00000232086@RP11-141J10.1@70708047@70712863,chr9,ENSG00000232086,RP11-141J10.1,70708047,70712863,337
chr9@ENSG00000223966@RP11-141J10.2@70726040@70730856,chr9,ENSG00000223966,RP11-141J10.2,70726040,70730856,337
chr9@ENSG00000207935@MIR204@70809975@70810084,chr9,ENSG00000207935,MIR204,70809975,70810084,110
chr9@ENSG00000224437@PIGUP1@70916997@70917501,chr9,ENSG00000224437,PIGUP1,70916997,70917501,505
chr9@ENSG00000229814@RPL35AP21@71589601@71589933,chr9,ENSG00000229814,RPL35AP21,71589601,71589933,333
chr9@ENSG00000135048@TMEM2@71683366@71816690,chr9,ENSG00000135048,TMEM2,71683366,71816690,9625
chr9@ENSG00000271166@RP11-409O11.3@71804283@71804826,chr9,ENSG00000271166,RP11-409O11.3,71804283,71804826,544
chr9@ENSG00000107362@ABHD17B@71862452@71910931,chr9,ENSG00000107362,ABHD17B,71862452,71910931,2959
chr9@ENSG00000200922@Y_RNA@71902455@71902550,chr9,ENSG00000200922,Y_RNA,71902455,71902550,96
chr9@ENSG00000155621@C9orf85@71911510@71986054,chr9,ENSG00000155621,C9orf85,71911510,71986054,4973
chr9@ENSG00000236060@HSPB1P1@72007881@72008136,chr9,ENSG00000236060,HSPB1P1,72007881,72008136,256
chr9@ENSG00000204669@C9orf57@72051376@72072721,chr9,ENSG00000204669,C9orf57,72051376,72072721,1563
chr9@ENSG00000224820@BTF3P4@72107818@72108312,chr9,ENSG00000224820,BTF3P4,72107818,72108312,495
chr9@ENSG00000119125@GDA@72114595@72257193,chr9,ENSG00000119125,GDA,72114595,72257193,7904
chr9@ENSG00000235523@RP11-63P12.7@72257336@72257783,chr9,ENSG00000235523,RP11-63P12.7,72257336,72257783,361
chr9@ENSG00000233933@RP11-63P12.2@72275453@72275973,chr9,ENSG00000233933,RP11-63P12.2,72275453,72275973,423
chr9@ENSG00000252428@RNA5SP285@72299720@72299838,chr9,ENSG00000252428,RNA5SP285,72299720,72299838,119
chr9@ENSG00000225434@LINC01504@72305430@72343210,chr9,ENSG00000225434,LINC01504,72305430,72343210,2458
chr9@ENSG00000107372@ZFAND5@72351425@72365235,chr9,ENSG00000107372,ZFAND5,72351425,72365235,7053
chr9@ENSG00000230003@RP11-217F16.1@72445754@72445969,chr9,ENSG00000230003,RP11-217F16.1,72445754,72445969,216
chr9@ENSG00000225947@RP11-313E4.1@72470374@72471076,chr9,ENSG00000225947,RP11-313E4.1,72470374,72471076,392
chr9@ENSG00000165091@TMC1@72521801@72836351,chr9,ENSG00000165091,TMC1,72521801,72836351,4615
chr9@ENSG00000236862@RPS20P24@72655832@72656192,chr9,ENSG00000236862,RPS20P24,72655832,72656192,361
chr9@ENSG00000229753@RP11-28P17.3@72741152@72741617,chr9,ENSG00000229753,RP11-28P17.3,72741152,72741617,466
chr9@ENSG00000236849@LINC01474@72871728@72874109,chr9,ENSG00000236849,LINC01474,72871728,72874109,639
chr9@ENSG00000165092@ALDH1A1@72900662@73080442,chr9,ENSG00000165092,ALDH1A1,72900662,73080442,2849
chr9@ENSG00000228024@CYP1D1P@73042745@73056528,chr9,ENSG00000228024,CYP1D1P,73042745,73056528,1433
chr9@ENSG00000135046@ANXA1@73151757@73170393,chr9,ENSG00000135046,ANXA1,73151757,73170393,4561
chr9@ENSG00000221110@AL449083.1@73291120@73291227,chr9,ENSG00000221110,AL449083.1,73291120,73291227,108
chr9@ENSG00000221844@DPP3P2@73474378@73476073,chr9,ENSG00000221844,DPP3P2,73474378,73476073,1696
chr9@ENSG00000232590@RP11-128I7.1@73573615@73579498,chr9,ENSG00000232590,RP11-128I7.1,73573615,73579498,624
chr9@ENSG00000236701@RP11-549A6.1@73648828@73649839,chr9,ENSG00000236701,RP11-549A6.1,73648828,73649839,1012
chr9@ENSG00000212454@RNA5SP286@73750972@73751077,chr9,ENSG00000212454,RNA5SP286,73750972,73751077,106
chr9@ENSG00000223368@RP11-401G5.1@73870896@73873297,chr9,ENSG00000223368,RP11-401G5.1,73870896,73873297,614
chr9@ENSG00000227809@RP11-171A24.2@74371531@74383530,chr9,ENSG00000227809,RP11-171A24.2,74371531,74383530,648
chr9@ENSG00000224825@RORB-AS1@74485551@74499127,chr9,ENSG00000224825,RORB-AS1,74485551,74499127,1178
chr9@ENSG00000198963@RORB@74497365@74693177,chr9,ENSG00000198963,RORB,74497365,74693177,9591
chr9@ENSG00000119121@TRPM6@74722495@74888094,chr9,ENSG00000119121,TRPM6,74722495,74888094,9193
chr9@ENSG00000202217@RN7SKP47@74799895@74800222,chr9,ENSG00000202217,RN7SKP47,74799895,74800222,328
chr9@ENSG00000270954@RP11-174B4.2@74804473@74804773,chr9,ENSG00000270954,RP11-174B4.2,74804473,74804773,301
chr9@ENSG00000252758@RNU6-445P@74857675@74857781,chr9,ENSG00000252758,RNU6-445P,74857675,74857781,107
chr9@ENSG00000224297@RP11-197P3.1@74935176@74935696,chr9,ENSG00000224297,RP11-197P3.1,74935176,74935696,521
chr9@ENSG00000135045@C9orf40@74946581@74952886,chr9,ENSG00000135045,C9orf40,74946581,74952886,2327
chr9@ENSG00000203321@C9orf41-AS1@74952968@74996293,chr9,ENSG00000203321,C9orf41-AS1,74952968,74996293,719
chr9@ENSG00000156017@C9orf41@74981020@75028423,chr9,ENSG00000156017,C9orf41,74981020,75028423,4610
chr9@ENSG00000229587@RP11-197P3.5@75009828@75016036,chr9,ENSG00000229587,RP11-197P3.5,75009828,75016036,670
chr9@ENSG00000278040@uc_338@75016681@75016848,chr9,ENSG00000278040,uc_338,75016681,75016848,168
chr9@ENSG00000106733@NMRK1@75060573@75088217,chr9,ENSG00000106733,NMRK1,75060573,75088217,3865
chr9@ENSG00000134996@OSTF1@75088543@75147265,chr9,ENSG00000134996,OSTF1,75088543,75147265,1319
chr9@ENSG00000200041@Y_RNA@75181520@75181621,chr9,ENSG00000200041,Y_RNA,75181520,75181621,102
chr9@ENSG00000212316@RNU6-1228P@75198071@75198177,chr9,ENSG00000212316,RNU6-1228P,75198071,75198177,107
chr9@ENSG00000235707@RP11-323A7.1@75401889@75402992,chr9,ENSG00000235707,RP11-323A7.1,75401889,75402992,1104
chr9@ENSG00000236376@RP11-470F18.1@75579669@75588548,chr9,ENSG00000236376,RP11-470F18.1,75579669,75588548,458
chr9@ENSG00000234644@OTX2P1@75724222@75724575,chr9,ENSG00000234644,OTX2P1,75724222,75724575,354
chr9@ENSG00000099139@PCSK5@75890644@76362339,chr9,ENSG00000099139,PCSK5,75890644,76362339,12705
chr9@ENSG00000238826@AL359253.1@75912453@75912549,chr9,ENSG00000238826,AL359253.1,75912453,75912549,97
chr9@ENSG00000231137@RBM22P5@76286494@76288081,chr9,ENSG00000231137,RBM22P5,76286494,76288081,1277
chr9@ENSG00000135002@RFK@76385517@76394517,chr9,ENSG00000135002,RFK,76385517,76394517,3877
chr9@ENSG00000234618@RPSAP9@76398699@76399586,chr9,ENSG00000234618,RPSAP9,76398699,76399586,888
chr9@ENSG00000187210@GCNT1@76419850@76507416,chr9,ENSG00000187210,GCNT1,76419850,76507416,6463
chr9@ENSG00000233814@RP11-66C24.1@76419934@76420631,chr9,ENSG00000233814,RP11-66C24.1,76419934,76420631,339
chr9@ENSG00000219149@RP11-214N16.2@76549282@76549771,chr9,ENSG00000219149,RP11-214N16.2,76549282,76549771,490
chr9@ENSG00000241781@AL161626.1@76571815@76571871,chr9,ENSG00000241781,AL161626.1,76571815,76571871,57
chr9@ENSG00000106772@PRUNE2@76611376@76906087,chr9,ENSG00000106772,PRUNE2,76611376,76906087,14656
chr9@ENSG00000265488@AL359314.1@76666086@76666171,chr9,ENSG00000265488,AL359314.1,76666086,76666171,86
chr9@ENSG00000225937@PCA3@76764436@76787569,chr9,ENSG00000225937,PCA3,76764436,76787569,3922
chr9@ENSG00000274326@PCA3_1@76779657@76779917,chr9,ENSG00000274326,PCA3_1,76779657,76779917,261
chr9@ENSG00000277320@PCA3_2@76785782@76786190,chr9,ENSG00000277320,PCA3_2,76785782,76786190,409
chr9@ENSG00000230335@DNAJB5P1@76931261@76932066,chr9,ENSG00000230335,DNAJB5P1,76931261,76932066,806
chr9@ENSG00000236604@LYPLA2P3@76970322@76971028,chr9,ENSG00000236604,LYPLA2P3,76970322,76971028,576
chr9@ENSG00000229857@RP11-159H20.3@76992099@76993108,chr9,ENSG00000229857,RP11-159H20.3,76992099,76993108,732
chr9@ENSG00000204612@FOXB2@77019655@77020953,chr9,ENSG00000204612,FOXB2,77019655,77020953,1299
chr9@ENSG00000232851@ATP5J2P3@77040416@77040673,chr9,ENSG00000232851,ATP5J2P3,77040416,77040673,258
chr9@ENSG00000233526@RFC5P1@77072100@77073295,chr9,ENSG00000233526,RFC5P1,77072100,77073295,874
chr9@ENSG00000232998@VPS13A-AS1@77176756@77177994,chr9,ENSG00000232998,VPS13A-AS1,77176756,77177994,519
chr9@ENSG00000197969@VPS13A@77177353@77421541,chr9,ENSG00000197969,VPS13A,77177353,77421541,20196
chr9@ENSG00000156049@GNA14@77423079@77648307,chr9,ENSG00000156049,GNA14,77423079,77648307,2721
chr9@ENSG00000231373@GNA14-AS1@77456295@77526697,chr9,ENSG00000231373,GNA14-AS1,77456295,77526697,605
chr9@ENSG00000228248@NUTF2P3@77580245@77580628,chr9,ENSG00000228248,NUTF2P3,77580245,77580628,384
chr9@ENSG00000201711@RNU6-1303P@77635203@77635309,chr9,ENSG00000201711,RNU6-1303P,77635203,77635309,107
chr9@ENSG00000156052@GNAQ@77716087@78031458,chr9,ENSG00000156052,GNAQ,77716087,78031458,6629
chr9@ENSG00000233457@RP11-336N8.1@78150532@78151193,chr9,ENSG00000233457,RP11-336N8.1,78150532,78151193,662
chr9@ENSG00000222452@RN7SKP59@78165465@78165778,chr9,ENSG00000222452,RN7SKP59,78165465,78165778,314
chr9@ENSG00000233947@RP11-336N8.2@78178263@78179512,chr9,ENSG00000233947,RP11-336N8.2,78178263,78179512,1250
chr9@ENSG00000228781@RP11-336N8.3@78180214@78180693,chr9,ENSG00000228781,RP11-336N8.3,78180214,78180693,480
chr9@ENSG00000234819@RP11-336N8.4@78219120@78219357,chr9,ENSG00000234819,RP11-336N8.4,78219120,78219357,238
chr9@ENSG00000148019@CEP78@78236062@78279690,chr9,ENSG00000148019,CEP78,78236062,78279690,14355
chr9@ENSG00000135069@PSAT1@78297143@78330093,chr9,ENSG00000135069,PSAT1,78297143,78330093,2188
chr9@ENSG00000270627@RP11-216F5.1@78589158@78589539,chr9,ENSG00000270627,RP11-216F5.1,78589158,78589539,382
chr9@ENSG00000237257@MTND2P8@78741720@78742744,chr9,ENSG00000237257,MTND2P8,78741720,78742744,1025
chr9@ENSG00000226234@KRT18P24@79036413@79037568,chr9,ENSG00000226234,KRT18P24,79036413,79037568,1156
chr9@ENSG00000260995@RP11-165H23.1@79135422@79145674,chr9,ENSG00000260995,RP11-165H23.1,79135422,79145674,2432
chr9@ENSG00000186940@CHCHD2P9@79391304@79391759,chr9,ENSG00000186940,CHCHD2P9,79391304,79391759,456
chr9@ENSG00000233086@RP11-375O18.2@79505804@79532342,chr9,ENSG00000233086,RP11-375O18.2,79505804,79532342,2245
chr9@ENSG00000106829@TLE4@79571773@79726882,chr9,ENSG00000106829,TLE4,79571773,79726882,8187
chr9@ENSG00000240979@RP11-79D8.2@79726069@79726321,chr9,ENSG00000240979,RP11-79D8.2,79726069,79726321,253
chr9@ENSG00000270691@RP11-403N16.5@79850871@79851498,chr9,ENSG00000270691,RP11-403N16.5,79850871,79851498,628
chr9@ENSG00000238002@NPAP1P6@79863019@79866875,chr9,ENSG00000238002,NPAP1P6,79863019,79866875,3484
chr9@ENSG00000232494@RP11-403N16.2@79874696@79886678,chr9,ENSG00000232494,RP11-403N16.2,79874696,79886678,524
chr9@ENSG00000260564@RP11-403N16.3@79889001@79892007,chr9,ENSG00000260564,RP11-403N16.3,79889001,79892007,3007
chr9@ENSG00000279715@RP11-403N16.4@79913269@79915736,chr9,ENSG00000279715,RP11-403N16.4,79913269,79915736,2468
chr9@ENSG00000280366@RP11-327L9.1@79975023@79990064,chr9,ENSG00000280366,RP11-327L9.1,79975023,79990064,586
chr9@ENSG00000230945@LINC01507@80030579@80034555,chr9,ENSG00000230945,LINC01507,80030579,80034555,446
chr9@ENSG00000236521@NPAP1P4@80357029@80360338,chr9,ENSG00000236521,NPAP1P4,80357029,80360338,3310
chr9@ENSG00000275603@AL390788.1@80396890@80396964,chr9,ENSG00000275603,AL390788.1,80396890,80396964,75
chr9@ENSG00000232981@RP11-117O7.2@80563571@80564630,chr9,ENSG00000232981,RP11-117O7.2,80563571,80564630,1060
chr9@ENSG00000225901@MTND2P9@80565032@80565962,chr9,ENSG00000225901,MTND2P9,80565032,80565962,931
chr9@ENSG00000221581@AL353707.1@80734242@80734329,chr9,ENSG00000221581,AL353707.1,80734242,80734329,88
chr9@ENSG00000234637@RPS19P6@80782338@80782770,chr9,ENSG00000234637,RPS19P6,80782338,80782770,433
chr9@ENSG00000226798@RP11-289F5.1@80869758@80871295,chr9,ENSG00000226798,RP11-289F5.1,80869758,80871295,791
chr9@ENSG00000228375@RPS20P25@81410279@81410630,chr9,ENSG00000228375,RPS20P25,81410279,81410630,352
chr9@ENSG00000237072@RP11-232A1.2@81488308@81488837,chr9,ENSG00000237072,RP11-232A1.2,81488308,81488837,530
chr9@ENSG00000196781@TLE1@81583683@81689305,chr9,ENSG00000196781,TLE1,81583683,81689305,4906
chr9@ENSG00000233926@RP11-154D17.1@81689713@81776900,chr9,ENSG00000233926,RP11-154D17.1,81689713,81776900,1885
chr9@ENSG00000207206@RNU6-1035P@81725243@81725349,chr9,ENSG00000207206,RNU6-1035P,81725243,81725349,107
chr9@ENSG00000263404@AL158154.1@81805996@81806081,chr9,ENSG00000263404,AL158154.1,81805996,81806081,86
chr9@ENSG00000252167@RNA5SP287@81885496@81885598,chr9,ENSG00000252167,RNA5SP287,81885496,81885598,103
chr9@ENSG00000278507@AL158154.2@81887673@81887764,chr9,ENSG00000278507,AL158154.2,81887673,81887764,92
chr9@ENSG00000200969@SNORD95@81888918@81888985,chr9,ENSG00000200969,SNORD95,81888918,81888985,68
chr9@ENSG00000240632@SPATA31D5P@81913437@81919926,chr9,ENSG00000240632,SPATA31D5P,81913437,81919926,4863
chr9@ENSG00000230846@RP11-383M4.2@81928021@81931368,chr9,ENSG00000230846,RP11-383M4.2,81928021,81931368,465
chr9@ENSG00000189357@SPATA31D4@81928514@81934948,chr9,ENSG00000189357,SPATA31D4,81928514,81934948,4787
chr9@ENSG00000267559@RP11-383M4.6@81930226@81977089,chr9,ENSG00000267559,RP11-383M4.6,81930226,81977089,2208
chr9@ENSG00000186788@SPATA31D3@81943559@81950094,chr9,ENSG00000186788,SPATA31D3,81943559,81950094,4868
chr9@ENSG00000237770@SPATA31D2P@81968838@81972070,chr9,ENSG00000237770,SPATA31D2P,81968838,81972070,3233
chr9@ENSG00000214929@SPATA31D1@81988772@81995256,chr9,ENSG00000214929,SPATA31D1,81988772,81995256,5158
chr9@ENSG00000231649@SPATA31B1P@82057647@82063682,chr9,ENSG00000231649,SPATA31B1P,82057647,82063682,4016
chr9@ENSG00000230360@DDX10P2@82086155@82088768,chr9,ENSG00000230360,DDX10P2,82086155,82088768,2614
chr9@ENSG00000235377@RP11-388B24.4@82130752@82131632,chr9,ENSG00000235377,RP11-388B24.4,82130752,82131632,881
chr9@ENSG00000228430@RP11-15B24.5@82272756@82564432,chr9,ENSG00000228430,RP11-15B24.5,82272756,82564432,3600
chr9@ENSG00000225085@RP11-15B24.1@82405188@82406239,chr9,ENSG00000225085,RP11-15B24.1,82405188,82406239,455
chr9@ENSG00000228046@RP11-15B24.2@82427350@82428025,chr9,ENSG00000228046,RP11-15B24.2,82427350,82428025,676
chr9@ENSG00000228123@RP11-15B24.3@82431889@82432905,chr9,ENSG00000228123,RP11-15B24.3,82431889,82432905,1017
chr9@ENSG00000232749@RP11-15B24.4@82453345@82455225,chr9,ENSG00000232749,RP11-15B24.4,82453345,82455225,599
chr9@ENSG00000278988@RP11-333B6.1@82543718@82544196,chr9,ENSG00000278988,RP11-333B6.1,82543718,82544196,479
chr9@ENSG00000275270@AL133391.1@82705777@82705844,chr9,ENSG00000275270,AL133391.1,82705777,82705844,68
chr9@ENSG00000233309@RPS6P12@82744067@82744792,chr9,ENSG00000233309,RPS6P12,82744067,82744792,726
chr9@ENSG00000165105@RASEF@82979585@83063177,chr9,ENSG00000165105,RASEF,82979585,83063177,6649
chr9@ENSG00000251776@RN7SKP242@83200940@83201228,chr9,ENSG00000251776,RN7SKP242,83200940,83201228,289
chr9@ENSG00000273806@RP11-439K3.4@83201957@83202065,chr9,ENSG00000273806,RP11-439K3.4,83201957,83202065,109
chr9@ENSG00000229109@RP11-439K3.1@83219331@83234242,chr9,ENSG00000229109,RP11-439K3.1,83219331,83234242,444
chr9@ENSG00000172159@FRMD3@83242990@83538546,chr9,ENSG00000172159,FRMD3,83242990,83538546,6486
chr9@ENSG00000251752@RNU4-29P@83275941@83276114,chr9,ENSG00000251752,RNU4-29P,83275941,83276114,174
chr9@ENSG00000237529@RP11-439K3.3@83276376@83279499,chr9,ENSG00000237529,RP11-439K3.3,83276376,83279499,527
chr9@ENSG00000199483@RNU4-15P@83596444@83596584,chr9,ENSG00000199483,RNU4-15P,83596444,83596584,141
chr9@ENSG00000148057@IDNK@83623049@83644130,chr9,ENSG00000148057,IDNK,83623049,83644130,1814
chr9@ENSG00000135018@UBQLN1@83659963@83708203,chr9,ENSG00000135018,UBQLN1,83659963,83708203,7117
chr9@ENSG00000254473@RP11-522I20.3@83707594@83713378,chr9,ENSG00000254473,RP11-522I20.3,83707594,83713378,1134
chr9@ENSG00000165113@GKAP1@83739421@83829516,chr9,ENSG00000165113,GKAP1,83739421,83829516,3381
chr9@ENSG00000226877@RP11-575L7.2@83829656@83837861,chr9,ENSG00000226877,RP11-575L7.2,83829656,83837861,977
chr9@ENSG00000231616@RP11-575L7.4@83831586@83868420,chr9,ENSG00000231616,RP11-575L7.4,83831586,83868420,3516
chr9@ENSG00000165115@KIF27@83836698@83921465,chr9,ENSG00000165115,KIF27,83836698,83921465,5140
chr9@ENSG00000165118@C9orf64@83938311@83956986,chr9,ENSG00000165118,C9orf64,83938311,83956986,2729
chr9@ENSG00000165119@HNRNPK@83968083@83980616,chr9,ENSG00000165119,HNRNPK,83968083,83980616,5114
chr9@ENSG00000207603@MIR7-1@83969748@83969857,chr9,ENSG00000207603,MIR7-1,83969748,83969857,110
chr9@ENSG00000235298@RP11-575L7.8@83972233@83975777,chr9,ENSG00000235298,RP11-575L7.8,83972233,83975777,390
chr9@ENSG00000178966@RMI1@83980711@84004074,chr9,ENSG00000178966,RMI1,83980711,84004074,3507
chr9@ENSG00000202523@Y_RNA@83992932@83993033,chr9,ENSG00000202523,Y_RNA,83992932,83993033,102
chr9@ENSG00000227463@RP11-158D2.2@84063443@84094577,chr9,ENSG00000227463,RP11-158D2.2,84063443,84094577,2007
chr9@ENSG00000270166@RP11-158D2.1@84078584@84078857,chr9,ENSG00000270166,RP11-158D2.1,84078584,84078857,274
chr9@ENSG00000197506@SLC28A3@84275457@84340683,chr9,ENSG00000197506,SLC28A3,84275457,84340683,5063
chr9@ENSG00000233262@RP11-380F14.2@84278219@84290131,chr9,ENSG00000233262,RP11-380F14.2,84278219,84290131,373
chr9@ENSG00000228095@RP11-361M4.1@84604111@84604425,chr9,ENSG00000228095,RP11-361M4.1,84604111,84604425,315
chr9@ENSG00000148053@NTRK2@84668551@85027070,chr9,ENSG00000148053,NTRK2,84668551,85027070,20363
chr9@ENSG00000226590@UBE2V1P10@85159682@85159950,chr9,ENSG00000226590,UBE2V1P10,85159682,85159950,269
chr9@ENSG00000227412@STK33P1@85492579@85494094,chr9,ENSG00000227412,STK33P1,85492579,85494094,1218
chr9@ENSG00000135049@AGTPBP1@85546539@85742029,chr9,ENSG00000135049,AGTPBP1,85546539,85742029,4939
chr9@ENSG00000234424@RP11-213G2.1@85753306@85786575,chr9,ENSG00000234424,RP11-213G2.1,85753306,85786575,1547
chr9@ENSG00000229454@RP11-202I11.2@85756042@85765112,chr9,ENSG00000229454,RP11-202I11.2,85756042,85765112,429
chr9@ENSG00000230303@RP11-213G2.2@85785722@85793480,chr9,ENSG00000230303,RP11-213G2.2,85785722,85793480,978
chr9@ENSG00000165121@RP11-213G2.3@85815966@85849511,chr9,ENSG00000165121,RP11-213G2.3,85815966,85849511,1656
chr9@ENSG00000213711@PHBP7@85898903@85899716,chr9,ENSG00000213711,PHBP7,85898903,85899716,814
chr9@ENSG00000231741@RP11-213G2.5@85934588@85936599,chr9,ENSG00000231741,RP11-213G2.5,85934588,85936599,1468
